Policy_Id,Policy_State,Policy_Deductible,Insured_Sex,Incident_Severity,Vehicle_Claim_Amount,Vehicle_Age,Num_Of_Claims,Customer_Tenure,Fraud_Reported
POL107469,TX,1000,Male,Minor,1419.86,4,0,7,0
POL100546,CA,1750,Female,Minor,1494.3,3,1,6,0
POL101449,PA,1750,Male,Trivial,461.57,18,1,3,0
POL103986,CA,500,Male,Minor,1669.39,3,1,1,0
POL106900,NY,500,Female,Major,4549.99,4,1,4,1
POL102610,IL,500,Male,Minor,1517.94,12,0,3,0
POL101900,FL,500,Male,Major,4218.43,16,1,2,1
POL103920,OH,500,Female,Major,6074.65,14,2,7,1
POL102757,OH,1750,Female,Major,4272.47,7,3,3,1
POL106124,IL,1000,Male,Minor,1377.2,13,0,1,0
POL106397,TX,1750,Male,Minor,1550.57,4,1,9,1
POL101885,FL,500,Male,Major,5063.77,11,1,4,1
POL109921,OH,1000,Male,Major,4656.64,16,2,3,0
POL105738,CA,1000,Female,Trivial,587.62,14,1,7,0
POL108759,FL,1000,Male,Major,5800.97,6,1,3,0
POL105890,IL,500,Female,Minor,1573.24,5,0,1,1
POL102097,PA,1750,Female,Trivial,468.94,16,3,3,0
POL109384,FL,1750,Female,Major,5359.02,19,0,1,1
POL105692,PA,1000,Female,Major,4675.1,10,0,7,0
POL100499,OH,500,Male,Minor,1748.59,1,0,7,0
POL105624,CA,1000,Male,Minor,1359.18,10,1,1,0
POL100836,OH,1000,Male,Major,4707.0,2,0,6,0
POL103471,IL,1000,Female,Major,5884.67,4,3,7,1
POL104697,FL,1000,Female,Major,3790.82,19,1,3,0
POL106280,IL,500,Female,Minor,1507.98,11,1,7,0
POL108976,TX,1000,Male,Minor,1407.73,15,1,7,0
POL102171,CA,1750,Male,Minor,1656.21,4,0,4,1
POL109326,IL,500,Male,Major,4630.67,16,1,1,0
POL105678,IL,1750,Female,Trivial,611.05,7,1,7,0
POL109279,CA,1000,Female,Major,4804.21,10,0,4,0
POL100398,IL,1000,Female,Major,4481.16,3,1,8,0
POL102010,CA,1750,Female,Trivial,516.0,13,0,9,0
POL105166,NY,500,Female,Minor,1493.64,17,1,8,0
POL105871,NY,500,Male,Trivial,550.0,18,1,4,0
POL109890,IL,500,Female,Major,4937.01,18,1,2,1
POL101283,CA,500,Female,Major,4868.51,12,0,4,0
POL108479,OH,1000,Male,Minor,1467.79,9,2,2,0
POL102448,CA,1000,Female,Minor,1887.73,11,0,9,0
POL104256,OH,500,Female,Minor,1638.56,3,1,4,1
POL101836,CA,1000,Female,Minor,1446.32,10,0,5,0
POL109694,TX,1000,Male,Minor,1171.04,13,2,7,1
POL101019,CA,1750,Female,Major,4025.78,10,0,9,0
POL105066,FL,500,Male,Major,4829.2,14,1,2,1
POL101326,NY,1000,Female,Minor,1826.37,14,1,1,1
POL100475,OH,1000,Female,Major,5367.56,9,1,6,1
POL102810,NY,500,Male,Trivial,453.43,19,2,8,0
POL108724,OH,500,Male,Major,3500.47,19,1,6,0
POL101651,TX,1000,Female,Trivial,442.92,19,3,3,0
POL109709,FL,1000,Male,Minor,1477.94,18,3,8,0
POL101169,NY,500,Female,Major,5528.88,3,1,8,1
POL102528,CA,1000,Female,Trivial,565.89,9,0,6,0
POL101206,PA,1000,Female,Minor,2041.82,8,3,8,0
POL106256,PA,1000,Female,Minor,1216.71,6,0,6,0
POL108102,TX,500,Male,Trivial,451.08,5,4,1,0
POL105469,TX,1750,Female,Minor,1641.4,18,0,6,1
POL109478,NY,500,Male,Major,4910.14,12,0,4,0
POL100431,IL,500,Male,Major,4470.33,12,2,9,1
POL107872,OH,1750,Male,Major,4493.91,18,1,4,0
POL100867,NY,1000,Female,Minor,1468.91,18,1,3,0
POL102974,TX,1750,Female,Minor,1465.47,6,1,7,0
POL105236,PA,1000,Female,Major,4968.64,10,2,8,1
POL105093,CA,1000,Male,Minor,1676.57,8,1,1,0
POL105433,CA,1000,Male,Trivial,517.83,7,1,6,0
POL100541,PA,1000,Male,Major,5266.51,12,1,1,1
POL105195,IL,1000,Male,Trivial,501.61,7,1,6,0
POL101132,CA,1000,Male,Minor,1068.85,14,0,1,0
POL109935,CA,500,Male,Minor,1731.4,14,1,4,0
POL104501,FL,1750,Female,Minor,1539.14,7,2,2,1
POL106354,OH,1000,Female,Major,5508.26,6,1,8,1
POL109428,TX,1000,Male,Trivial,556.65,12,0,1,0
POL103390,TX,500,Female,Major,5364.29,6,0,8,0
POL103888,PA,500,Female,Minor,1642.84,11,0,2,0
POL102962,TX,1750,Female,Major,4855.91,12,0,1,0
POL104155,CA,1750,Male,Minor,1274.74,3,1,5,0
POL103259,OH,500,Female,Major,5957.0,7,2,3,1
POL106302,FL,1000,Male,Trivial,561.96,7,0,8,0
POL106034,PA,1000,Male,Minor,1476.03,17,2,3,0
POL108093,OH,1000,Male,Minor,1340.62,12,0,2,1
POL102583,TX,1750,Female,Major,6240.74,4,0,1,1
POL102813,NY,500,Male,Major,5436.8,8,1,6,0
POL103959,CA,1000,Male,Minor,1635.53,4,0,8,0
POL102947,FL,500,Male,Major,4673.0,12,3,3,0
POL106643,OH,1000,Female,Trivial,502.16,15,1,6,1
POL105174,TX,1750,Female,Minor,1490.41,19,2,3,1
POL106841,NY,1750,Male,Trivial,577.19,5,2,3,0
POL108386,OH,1000,Female,Trivial,479.55,12,1,1,1
POL103586,FL,1750,Male,Minor,1618.2,7,1,2,0
POL109323,TX,500,Female,Major,4740.96,3,0,2,1
POL108165,TX,1000,Male,Major,5601.36,14,0,9,1
POL102563,CA,1750,Female,Major,4186.65,15,0,9,0
POL102630,PA,1000,Female,Minor,1276.23,2,0,1,0
POL103190,TX,1750,Female,Trivial,524.82,9,3,2,0
POL107953,CA,1000,Male,Trivial,565.64,13,1,9,0
POL107816,NY,1000,Male,Major,4600.64,17,1,1,0
POL105036,PA,1000,Male,Trivial,596.39,19,2,3,0
POL101080,IL,1750,Female,Total Loss,10724.403749999998,15,0,1,1
POL104283,CA,1000,Male,Minor,1559.28,1,0,5,0
POL109865,CA,1000,Female,Trivial,417.15,6,0,4,0
POL107085,CA,1000,Male,Minor,1341.84,5,2,2,1
POL102085,FL,500,Female,Minor,1338.28,13,1,7,1
POL106345,CA,1000,Male,Minor,1289.78,15,2,7,0
POL102452,FL,500,Male,Minor,1256.78,15,0,9,1
POL104966,OH,1000,Male,Major,5144.67,4,1,3,1
POL102023,CA,1750,Female,Major,4541.93,16,1,4,1
POL108223,OH,1750,Male,Major,4076.34,3,3,7,0
POL109081,FL,1000,Male,Minor,1205.26,6,0,6,0
POL108810,NY,1000,Female,Minor,1259.52,3,1,6,0
POL107321,FL,500,Male,Major,4496.46,13,1,7,0
POL100226,OH,1000,Male,Major,5441.0,5,1,1,1
POL101013,CA,500,Male,Minor,1211.03,7,0,9,1
POL106679,FL,1000,Male,Major,4944.88,15,2,7,0
POL101929,CA,500,Male,Trivial,497.1,15,2,6,1
POL101043,PA,1000,Female,Major,4601.63,11,0,5,1
POL105251,OH,1000,Female,Trivial,575.77,11,1,3,0
POL101404,PA,1750,Male,Major,5628.02,8,3,3,0
POL109138,FL,1750,Male,Trivial,400.32,7,1,3,0
POL102179,FL,500,Male,Major,4908.18,19,1,8,1
POL100697,FL,1000,Female,Trivial,503.4,5,0,9,0
POL101124,PA,500,Female,Major,4161.3,4,2,2,1
POL107378,FL,1750,Female,Minor,1228.82,4,1,8,0
POL103895,IL,1000,Male,Minor,1454.07,14,0,4,0
POL108305,NY,1000,Female,Minor,1461.53,4,0,8,0
POL105110,OH,1000,Female,Minor,1492.54,9,1,8,0
POL101778,NY,1750,Male,Major,5493.76,7,0,4,1
POL108100,IL,500,Male,Major,5070.54,11,1,3,0
POL102634,IL,1000,Male,Trivial,413.66,5,1,1,1
POL107187,TX,1750,Female,Minor,1475.67,2,2,2,0
POL107544,NY,1000,Male,Trivial,466.45,5,1,8,0
POL107604,TX,500,Female,Trivial,474.94,3,0,7,0
POL103489,TX,1000,Female,Minor,1233.58,6,2,4,1
POL108347,CA,1000,Female,Minor,1648.49,13,3,7,0
POL101037,IL,500,Male,Minor,1516.96,8,0,2,0
POL106093,FL,1000,Female,Trivial,554.59,4,1,9,1
POL102256,FL,1000,Female,Major,4154.1,6,1,6,0
POL108277,TX,1000,Male,Major,4526.7,16,1,3,1
POL102613,IL,500,Male,Trivial,517.52,8,3,7,0
POL100313,OH,500,Female,Major,4892.85,12,1,8,0
POL102649,FL,1750,Male,Minor,1677.9,13,0,6,1
POL102281,TX,1750,Male,Minor,1105.75,15,0,9,1
POL106741,CA,1750,Male,Major,4725.1,10,1,9,1
POL102979,OH,1000,Female,Minor,1802.1,3,1,9,0
POL102547,TX,1000,Male,Minor,1713.31,13,2,7,0
POL105512,OH,1750,Female,Minor,1591.85,10,1,5,0
POL105132,CA,1750,Female,Minor,1187.12,9,1,3,0
POL102159,IL,500,Female,Major,3754.52,13,0,8,1
POL107080,TX,1000,Female,Minor,1594.34,6,2,3,0
POL103137,IL,500,Female,Major,5353.18,5,1,6,0
POL109173,CA,1000,Female,Total Loss,10724.403749999998,18,0,6,1
POL105850,NY,500,Male,Minor,1361.09,5,0,7,0
POL109964,FL,500,Female,Major,4706.74,5,2,1,0
POL106445,FL,1750,Female,Major,4727.1,8,2,2,0
POL103967,CA,1750,Male,Trivial,492.42,9,1,9,0
POL101428,PA,500,Female,Total Loss,10724.403749999998,4,2,9,1
POL108511,PA,1000,Male,Minor,1856.0,19,1,5,0
POL102520,PA,500,Male,Minor,1747.81,9,1,7,0
POL108012,PA,1750,Female,Major,3076.27,8,1,6,1
POL104969,TX,1000,Male,Major,4736.83,11,0,7,0
POL101855,NY,500,Female,Trivial,330.82,6,0,4,0
POL108725,IL,500,Male,Major,5784.88,12,2,6,1
POL105602,CA,1000,Female,Major,4823.49,4,0,3,0
POL107271,OH,1750,Female,Trivial,487.45,7,1,2,0
POL109967,CA,500,Female,Minor,1590.18,14,2,2,1
POL100448,TX,1000,Male,Trivial,283.24,1,3,6,0
POL107875,FL,1000,Male,Trivial,539.89,4,1,5,0
POL101284,TX,1750,Male,Major,5639.35,10,1,9,1
POL105995,PA,500,Male,Minor,1655.52,16,1,4,0
POL108074,IL,500,Female,Minor,1967.96,17,3,9,0
POL107751,PA,500,Male,Trivial,399.36,1,0,3,0
POL103727,CA,1750,Male,Minor,1681.46,1,0,3,0
POL107353,FL,500,Female,Major,5770.77,19,2,1,1
POL100361,PA,1750,Male,Trivial,503.86,7,2,2,0
POL106279,NY,1000,Male,Total Loss,10724.403749999998,14,0,4,1
POL105230,PA,500,Female,Minor,1665.06,17,1,8,0
POL109036,CA,1000,Male,Major,4959.73,19,3,6,1
POL107295,OH,1000,Female,Major,3100.1,7,2,9,0
POL108984,CA,1000,Female,Minor,1549.95,6,0,6,0
POL107534,IL,1750,Female,Minor,1448.16,17,3,3,0
POL106251,NY,1000,Female,Major,4570.72,10,1,2,0
POL105926,IL,500,Male,Trivial,429.15,5,1,3,0
POL105149,CA,500,Male,Minor,1411.47,13,3,2,0
POL102460,OH,500,Female,Major,3672.36,6,1,4,1
POL100022,NY,1750,Male,Minor,1199.59,10,1,8,0
POL102066,NY,1000,Female,Major,4831.53,2,0,1,1
POL101653,TX,500,Male,Major,3766.56,14,1,2,1
POL100702,TX,500,Male,Major,4414.29,12,1,8,1
POL109412,IL,1000,Male,Major,4327.19,11,0,5,0
POL102743,CA,500,Female,Minor,1306.37,16,2,4,0
POL101376,TX,1000,Male,Major,4409.88,8,1,3,1
POL101724,PA,1000,Male,Minor,1558.59,15,1,2,0
POL102468,FL,1000,Male,Minor,1433.8,18,3,8,1
POL103754,NY,500,Male,Minor,1606.05,9,1,6,1
POL102325,OH,1000,Female,Major,4017.07,3,0,6,1
POL100460,CA,1000,Male,Minor,1179.95,6,1,5,0
POL105163,FL,1000,Male,Minor,1462.98,10,2,8,0
POL104183,TX,1000,Male,Minor,1754.55,5,1,6,1
POL105526,PA,1000,Male,Major,3747.48,16,2,3,1
POL104082,PA,1750,Male,Minor,1151.79,19,1,3,0
POL101486,TX,1000,Female,Minor,1361.74,18,0,3,0
POL103678,IL,1000,Female,Trivial,483.27,5,0,1,0
POL107729,FL,1000,Male,Total Loss,10724.403749999998,8,2,9,0
POL100282,TX,1750,Female,Minor,1594.01,10,1,6,0
POL106579,FL,1000,Male,Total Loss,10724.403749999998,14,0,6,1
POL104558,OH,1000,Female,Major,6251.76,18,0,1,1
POL104308,IL,500,Female,Trivial,491.96,13,1,3,1
POL106684,PA,500,Female,Minor,1351.22,11,3,7,0
POL104865,PA,500,Male,Trivial,383.0,14,0,5,0
POL103537,TX,1000,Female,Minor,1846.39,8,0,9,0
POL103868,PA,1000,Male,Major,6420.76,6,1,5,0
POL107003,IL,1000,Male,Major,4154.21,2,0,5,1
POL102581,OH,1750,Female,Minor,1792.63,1,0,7,0
POL101368,NY,1000,Female,Trivial,568.89,8,0,9,1
POL109566,PA,1000,Male,Minor,1865.96,10,0,4,0
POL108284,FL,1750,Male,Minor,4534.02,14,2,5,1
POL100597,NY,1000,Male,Major,5200.83,14,1,4,1
POL104351,FL,1000,Male,Minor,1665.44,11,0,7,0
POL106346,NY,1000,Male,Major,5862.81,12,1,3,1
POL109070,OH,500,Female,Minor,1899.48,16,0,9,1
POL106379,OH,1750,Male,Major,4090.21,14,1,5,1
POL104758,FL,1000,Male,Minor,1307.5,11,1,3,0
POL100646,FL,1750,Male,Minor,1426.58,9,1,9,0
POL106381,FL,1000,Female,Minor,1447.42,8,2,9,1
POL107527,FL,1750,Female,Minor,1290.78,11,1,6,1
POL109795,FL,1750,Female,Trivial,587.82,7,0,9,0
POL106023,CA,1000,Male,Trivial,459.98,12,0,7,0
POL109695,FL,500,Female,Minor,1600.35,17,0,2,1
POL108131,PA,1000,Male,Minor,1388.32,8,1,4,0
POL107165,CA,1750,Female,Minor,1239.73,16,2,1,1
POL103468,IL,500,Female,Minor,1097.61,10,0,9,0
POL107972,NY,500,Female,Major,5617.22,2,1,8,1
POL107697,PA,1000,Female,Total Loss,10724.403749999998,4,2,8,1
POL102990,NY,1750,Male,Minor,1474.37,6,0,2,1
POL109502,FL,1000,Male,Major,4707.52,3,0,4,0
POL104875,PA,1000,Male,Minor,1421.63,8,0,6,0
POL102544,CA,500,Female,Minor,1401.77,8,2,5,0
POL108687,CA,500,Female,Minor,1539.04,14,2,8,1
POL107798,NY,1000,Female,Minor,1825.58,2,1,7,0
POL105341,OH,1000,Female,Total Loss,10724.403749999998,1,0,7,0
POL101567,CA,1000,Male,Major,3699.7,11,1,4,0
POL104066,CA,1750,Male,Minor,1379.24,2,2,1,0
POL103988,TX,500,Male,Trivial,484.1,3,0,7,1
POL107031,NY,1000,Male,Minor,1350.67,15,1,8,0
POL102160,PA,1000,Male,Minor,1546.14,16,2,7,0
POL100685,FL,500,Male,Total Loss,10724.403749999998,2,1,6,1
POL107602,FL,500,Male,Minor,1439.21,12,1,7,1
POL107959,CA,1750,Male,Major,4390.43,6,0,4,0
POL103243,PA,1000,Female,Trivial,648.35,13,1,2,1
POL105844,OH,500,Male,Minor,1332.81,5,0,3,0
POL108269,PA,1000,Female,Minor,1615.47,19,1,5,0
POL102461,OH,1000,Female,Trivial,495.15,10,2,4,0
POL104083,IL,500,Male,Major,5776.28,13,2,6,0
POL102837,CA,1000,Male,Major,5432.91,15,0,7,1
POL103697,PA,500,Female,Minor,1700.22,8,1,3,0
POL107128,TX,1000,Female,Total Loss,10724.403749999998,14,1,9,1
POL106267,CA,1000,Male,Major,5769.5,8,1,7,1
POL104941,TX,500,Male,Minor,1247.35,1,2,4,0
POL105946,TX,500,Female,Major,4911.71,5,2,1,1
POL104583,IL,1000,Female,Major,4859.96,8,2,3,0
POL105784,CA,1000,Male,Minor,1506.9,11,1,6,0
POL104040,OH,500,Male,Major,4360.67,1,1,9,1
POL102230,IL,1000,Male,Minor,1815.39,4,1,9,0
POL107569,CA,1000,Female,Major,5504.7,2,1,4,0
POL100935,NY,500,Male,Minor,1458.25,2,2,2,0
POL102320,OH,1000,Male,Major,4855.67,16,0,7,1
POL104878,TX,1000,Female,Minor,1459.57,6,0,5,0
POL100521,TX,1000,Female,Minor,1649.9,12,0,3,1
POL100522,OH,1750,Male,Major,5087.1,19,3,3,1
POL105345,FL,1750,Male,Major,4661.05,12,0,9,0
POL109975,NY,1750,Male,Trivial,430.96,9,1,2,0
POL103359,PA,500,Female,Trivial,520.94,6,1,5,0
POL101311,OH,1000,Female,Total Loss,10724.403749999998,18,1,9,1
POL103983,NY,500,Female,Minor,1344.48,10,1,2,1
POL106494,OH,500,Female,Minor,1526.06,13,1,8,1
POL109657,NY,1750,Female,Trivial,549.68,6,0,7,0
POL101716,CA,500,Male,Minor,1675.53,14,0,2,0
POL100780,PA,1750,Female,Trivial,366.08,12,2,4,0
POL108891,IL,1000,Female,Major,4819.34,10,1,1,1
POL109782,PA,500,Male,Minor,1416.45,14,2,4,0
POL105607,OH,1000,Female,Minor,1178.43,19,0,9,0
POL105978,FL,500,Female,Total Loss,10724.403749999998,9,0,2,1
POL100651,FL,1750,Female,Minor,1183.76,13,0,5,0
POL103747,TX,1000,Female,Minor,1389.68,12,2,2,0
POL102196,FL,1750,Male,Major,4176.39,6,0,8,0
POL108507,FL,1000,Male,Total Loss,10724.403749999998,12,3,2,0
POL100369,CA,1000,Male,Major,5691.07,7,1,1,0
POL109983,OH,1000,Female,Trivial,496.47,11,0,7,0
POL108182,CA,500,Female,Major,4951.62,17,1,2,0
POL104214,PA,1000,Female,Major,4888.89,1,2,6,1
POL100377,CA,1000,Female,Major,4995.14,15,1,3,1
POL109543,FL,500,Male,Minor,1611.16,19,1,8,0
POL102216,IL,1000,Male,Trivial,426.21,5,2,4,0
POL108774,OH,1000,Male,Minor,1687.29,1,0,8,0
POL101613,TX,1750,Female,Minor,1045.03,7,2,3,0
POL106979,CA,1000,Female,Total Loss,10724.403749999998,12,0,4,1
POL107549,IL,1000,Female,Major,5553.55,15,0,8,1
POL101827,OH,1750,Female,Minor,1472.87,9,0,2,1
POL103632,FL,500,Male,Major,5113.99,18,2,2,1
POL100962,NY,1000,Female,Major,4954.74,7,1,3,1
POL102993,TX,500,Male,Minor,1715.72,16,1,4,1
POL106606,CA,1000,Female,Major,5327.98,3,3,2,1
POL109770,IL,1750,Male,Trivial,613.12,12,0,9,0
POL102376,TX,500,Male,Minor,1026.24,14,1,4,1
POL108454,OH,1750,Male,Major,4558.04,18,2,9,0
POL100359,FL,1000,Male,Minor,1874.78,8,2,3,0
POL103839,PA,1000,Male,Major,4771.48,15,0,3,1
POL108276,FL,500,Female,Major,5549.02,3,0,9,1
POL101246,CA,1000,Female,Major,5231.33,5,0,3,1
POL107504,FL,1000,Male,Minor,1548.62,12,1,1,0
POL108437,CA,1000,Male,Minor,1533.65,14,0,2,0
POL106511,IL,1000,Female,Minor,1751.26,16,1,7,0
POL105087,CA,500,Male,Trivial,542.56,8,0,8,0
POL103694,TX,1000,Female,Minor,1124.61,16,0,8,0
POL101573,OH,500,Male,Trivial,539.56,1,2,9,0
POL106281,FL,1000,Male,Minor,1810.08,13,1,4,0
POL105439,IL,500,Female,Total Loss,10724.403749999998,15,0,5,1
POL102567,NY,500,Male,Minor,1640.0,7,0,7,0
POL103423,CA,1000,Female,Minor,1461.59,19,1,2,1
POL102037,NY,1750,Male,Major,5336.6,4,0,9,0
POL109338,TX,1000,Female,Minor,1564.34,16,3,9,0
POL100772,CA,1000,Female,Minor,1474.0,13,1,9,0
POL105380,NY,1750,Male,Major,5529.93,10,1,9,0
POL109665,IL,1000,Male,Total Loss,10724.403749999998,5,2,8,1
POL103562,CA,1000,Male,Major,5239.88,15,3,7,0
POL100562,CA,500,Male,Minor,1768.5,9,0,6,0
POL106683,TX,1750,Female,Minor,1885.76,1,0,2,0
POL102546,CA,1000,Female,Major,5553.55,19,0,9,0
POL105510,CA,500,Male,Trivial,487.32,7,2,1,0
POL105330,NY,500,Male,Trivial,444.47,5,1,9,0
POL108813,TX,500,Female,Minor,1919.28,3,1,5,0
POL104531,NY,1750,Female,Trivial,570.54,13,0,7,1
POL101674,IL,500,Male,Total Loss,10724.403749999998,17,3,7,1
POL107395,CA,1750,Male,Minor,1223.72,7,1,7,0
POL100365,TX,1000,Female,Trivial,528.0,18,0,9,0
POL101950,CA,1750,Female,Minor,1514.12,7,2,9,0
POL108066,FL,500,Male,Trivial,475.49,6,1,5,1
POL104327,OH,1000,Male,Major,3659.45,4,1,6,1
POL100147,FL,1000,Male,Trivial,627.44,15,1,4,0
POL101668,CA,1000,Male,Minor,1646.74,3,0,8,0
POL103088,FL,1000,Female,Major,5605.37,14,0,5,1
POL108937,OH,1750,Male,Minor,1636.93,13,0,9,0
POL107650,CA,1000,Male,Minor,1495.0,8,2,9,0
POL100407,CA,1000,Female,Minor,1662.88,10,1,5,0
POL109681,CA,500,Male,Trivial,393.56,10,2,5,1
POL107788,CA,500,Female,Minor,1603.55,1,2,6,1
POL103456,FL,500,Female,Trivial,467.01,4,2,8,0
POL106186,IL,1000,Female,Total Loss,10724.403749999998,3,0,5,1
POL104182,PA,1750,Male,Major,5313.09,6,1,4,1
POL103576,NY,1000,Male,Major,5083.23,2,3,9,1
POL103271,CA,1000,Male,Trivial,551.78,3,2,7,1
POL104940,TX,1000,Male,Major,5049.86,7,1,4,1
POL101031,FL,500,Female,Total Loss,10724.403749999998,9,1,9,1
POL108169,NY,500,Male,Trivial,626.93,16,1,5,0
POL106230,FL,500,Female,Total Loss,10724.403749999998,6,1,5,1
POL106592,TX,1000,Female,Minor,1416.94,19,1,5,0
POL108999,OH,1750,Female,Major,4956.47,15,0,9,0
POL109909,CA,1000,Male,Trivial,572.7,11,1,5,0
POL106724,FL,1000,Female,Minor,1722.5,13,0,7,1
POL108200,NY,1750,Male,Total Loss,10724.403749999998,7,2,4,1
POL108388,FL,1000,Male,Minor,1472.21,14,3,5,1
POL100855,NY,1000,Male,Minor,1478.98,14,0,3,1
POL103926,PA,500,Male,Total Loss,10724.403749999998,9,0,1,1
POL108639,PA,1750,Male,Major,5072.74,11,0,9,0
POL100078,TX,500,Female,Minor,1485.97,6,2,9,0
POL107088,TX,1000,Male,Trivial,473.63,4,2,7,0
POL102247,IL,500,Female,Major,4909.1,15,0,7,1
POL108351,CA,1750,Female,Minor,1207.74,14,1,7,0
POL104026,TX,1000,Female,Trivial,629.72,7,2,1,0
POL109668,IL,500,Female,Total Loss,10724.403749999998,6,1,4,1
POL109390,OH,1750,Male,Minor,1198.29,18,2,8,0
POL100714,TX,1750,Male,Minor,1360.57,10,1,3,0
POL107451,TX,500,Male,Major,5439.64,8,0,8,1
POL100788,FL,1000,Male,Minor,1723.26,14,2,5,1
POL102279,CA,1000,Male,Minor,1647.51,9,1,9,0
POL104095,FL,1000,Female,Trivial,523.84,8,0,8,0
POL103897,IL,500,Female,Major,5895.24,18,0,1,1
POL109493,NY,1000,Male,Major,5509.45,18,2,1,1
POL107177,IL,1000,Male,Major,5100.05,9,2,7,1
POL109170,NY,1000,Male,Major,3728.17,17,1,4,0
POL109549,OH,1000,Female,Major,4569.86,6,0,8,1
POL103631,NY,500,Male,Trivial,578.72,7,1,3,0
POL109755,NY,1000,Male,Minor,1359.85,3,1,9,0
POL107297,FL,1750,Female,Trivial,536.43,19,2,2,0
POL106272,CA,1750,Male,Minor,1432.32,16,0,3,0
POL100424,CA,1000,Female,Major,5776.61,1,2,4,0
POL100392,TX,1000,Male,Minor,1614.42,19,0,2,0
POL103191,OH,1000,Male,Major,5166.23,18,0,1,0
POL100016,TX,500,Female,Trivial,371.16,15,0,8,1
POL106335,IL,1750,Female,Trivial,542.38,5,1,7,1
POL104200,IL,1000,Female,Minor,1520.69,3,1,4,0
POL102672,IL,1000,Male,Minor,1681.06,8,1,1,0
POL102444,TX,500,Female,Total Loss,10724.403749999998,3,0,8,1
POL106697,TX,1000,Male,Major,5036.15,19,1,9,0
POL106164,NY,1000,Male,Trivial,502.22,15,1,1,1
POL102601,CA,1000,Female,Minor,1255.72,14,2,5,0
POL103493,OH,1000,Male,Minor,1580.42,12,0,3,0
POL106044,IL,1000,Male,Trivial,594.12,17,1,3,0
POL101459,PA,1750,Female,Minor,1194.43,9,1,4,0
POL103804,NY,1000,Male,Minor,1158.39,15,0,1,0
POL109943,PA,1750,Female,Major,4948.98,9,5,4,0
POL107394,NY,1000,Male,Major,5603.44,8,1,2,1
POL104839,NY,1000,Female,Major,5314.63,2,1,5,0
POL100593,TX,500,Female,Major,4967.25,9,0,7,0
POL103835,TX,1000,Female,Trivial,519.07,17,0,2,0
POL109408,NY,1000,Male,Minor,1672.51,18,2,1,0
POL105683,NY,1000,Male,Major,3637.17,14,0,1,1
POL108840,FL,1750,Male,Minor,1365.91,6,2,9,1
POL105827,CA,1000,Female,Minor,1872.19,7,2,5,1
POL109846,IL,500,Male,Minor,1796.26,1,1,9,0
POL107961,TX,500,Male,Trivial,577.96,12,2,2,0
POL104724,NY,1750,Female,Major,4812.33,11,1,3,0
POL108851,FL,500,Male,Minor,1523.85,17,0,1,1
POL105887,OH,1000,Male,Major,5689.04,1,0,8,1
POL102355,CA,500,Male,Minor,1559.5,5,2,7,0
POL106036,IL,1000,Male,Minor,1692.33,11,1,6,0
POL104798,CA,1000,Female,Total Loss,10724.403749999998,4,2,9,1
POL102442,IL,1750,Male,Minor,1616.36,4,0,2,0
POL108737,CA,500,Female,Minor,1787.56,17,2,6,1
POL104592,FL,1750,Female,Major,4708.04,6,0,7,0
POL108864,CA,1000,Male,Total Loss,10724.403749999998,3,2,2,1
POL100464,OH,500,Female,Major,5724.42,8,1,2,1
POL100163,FL,1000,Female,Trivial,478.1,2,2,7,0
POL109356,IL,1000,Male,Minor,1564.94,17,1,7,0
POL109530,CA,1000,Female,Major,5103.51,13,1,9,0
POL108494,NY,1000,Male,Major,5907.82,11,1,7,1
POL109875,CA,500,Female,Total Loss,10724.403749999998,15,0,4,1
POL109575,TX,500,Female,Minor,1690.98,1,2,6,1
POL107380,TX,1000,Female,Trivial,580.61,19,2,2,0
POL106636,OH,1750,Female,Major,4260.24,9,1,7,0
POL100241,OH,500,Female,Minor,1464.56,4,1,5,0
POL102009,FL,1750,Female,Total Loss,10724.403749999998,5,1,5,1
POL106356,FL,500,Male,Minor,1632.38,16,2,4,0
POL103084,IL,500,Female,Trivial,609.57,2,0,1,1
POL106208,TX,1000,Male,Minor,1831.64,6,0,8,0
POL100900,NY,1000,Female,Major,4708.39,2,0,5,0
POL105542,OH,500,Female,Minor,1280.44,1,3,5,0
POL106007,CA,500,Female,Major,5902.45,10,0,5,1
POL107993,TX,1000,Male,Major,4427.32,4,0,3,1
POL107638,CA,1000,Female,Minor,1508.76,18,1,1,1
POL106793,TX,1000,Female,Minor,932.29,2,3,2,0
POL108894,CA,1000,Female,Major,4817.42,17,3,8,1
POL107758,OH,500,Female,Minor,1812.94,3,0,8,0
POL104837,TX,1000,Female,Total Loss,10724.403749999998,14,0,2,1
POL102293,FL,1000,Male,Major,5830.16,1,1,6,1
POL106548,CA,1000,Female,Minor,1151.79,7,1,1,0
POL107898,NY,1000,Female,Trivial,474.83,9,3,3,0
POL109991,TX,1000,Female,Minor,1702.6,5,1,2,0
POL104481,FL,1000,Male,Minor,1499.5,8,2,8,1
POL105302,IL,500,Female,Minor,1516.87,8,1,4,0
POL104605,OH,1750,Male,Minor,1390.2,11,1,8,0
POL103716,TX,1000,Female,Major,4827.03,1,1,4,0
POL109165,IL,1000,Male,Minor,1226.23,9,2,4,0
POL106140,FL,1000,Male,Minor,1340.29,6,0,3,0
POL101764,NY,1000,Female,Major,5424.75,4,3,1,1
POL106598,OH,1000,Female,Major,5596.84,1,1,3,0
